"Lnr" "Unfall" "Geschlecht" "Beruf" "Alter" "Fahrpraxis"
696 0 "Frau" "Physiker" 55 36
697 0 "Mann" "Physiker" 52 34
698 0 "Frau" "Physiker" 44 25
699 0 "Frau" "Physiker" 51 32
700 0 "Frau" "Physiker" 40 22
701 0 "Mann" "Physiker" 44 26
702 0 "Mann" "Physiker" 41 23
703 0 "Frau" "Physiker" 41 23
704 0 "Frau" "Physiker" 51 31
705 0 "Mann" "Physiker" 41 23
706 0 "Mann" "Physiker" 60 41
707 0 "Frau" "Physiker" 52 33
708 0 "Mann" "Physiker" 56 38
709 0 "Frau" "Physiker" 43 25
710 0 "Mann" "Physiker" 40 20
711 0 "Frau" "Physiker" 44 26
712 0 "Frau" "Physiker" 46 27
713 0 "Frau" "Physiker" 48 29
714 0 "Mann" "Physiker" 48 29
715 0 "Mann" "Physiker" 46 27
716 0 "Frau" "Physiker" 31 11
717 0 "Frau" "Physiker" 62 43
718 0 "Frau" "Physiker" 53 34
719 0 "Mann" "Physiker" 50 32
720 0 "Mann" "Physiker" 42 23
721 0 "Mann" "Physiker" 60 40
722 0 "Frau" "Physiker" 45 26
723 0 "Frau" "Physiker" 47 28
724 0 "Frau" "Physiker" 37 18
725 0 "Frau" "Physiker" 54 34
726 0 "Frau" "Physiker" 44 25
727 0 "Mann" "Physiker" 25 7
728 0 "Frau" "Physiker" 43 24
729 0 "Frau" "Physiker" 33 14
730 1 "Frau" "Physiker" 30 11
731 0 "Mann" "Physiker" 31 11
732 0 "Frau" "Physiker" 36 16
733 0 "Frau" "Physiker" 56 37
734 0 "Frau" "Physiker" 33 13
735 0 "Frau" "Physiker" 32 12
736 0 "Frau" "Physiker" 35 17
737 0 "Frau" "Physiker" 31 12
738 0 "Frau" "Physiker" 35 17
739 0 "Frau" "Physiker" 59 40
740 0 "Frau" "Physiker" 53 35
741 0 "Mann" "Physiker" 44 24
742 0 "Frau" "Physiker" 58 40
743 0 "Mann" "Physiker" 57 38
744 1 "Frau" "Physiker" 28 9
745 0 "Mann" "Physiker" 47 27
746 0 "Frau" "Physiker" 37 19
747 0 "Frau" "Physiker" 47 29
748 0 "Mann" "Physiker" 47 29
749 0 "Mann" "Physiker" 45 27
750 0 "Mann" "Physiker" 64 45
751 0 "Mann" "Physiker" 52 33
752 0 "Frau" "Physiker" 60 42
753 0 "Frau" "Physiker" 50 31
754 0 "Frau" "Physiker" 30 11
755 0 "Frau" "Physiker" 46 26
756 0 "Mann" "Physiker" 37 17
757 0 "Mann" "Physiker" 35 15
758 0 "Mann" "Physiker" 34 16
759 0 "Mann" "Physiker" 33 14
760 0 "Frau" "Physiker" 42 22
761 0 "Mann" "Physiker" 52 34
762 0 "Mann" "Physiker" 53 34
763 0 "Frau" "Physiker" 40 21
764 0 "Frau" "Physiker" 30 11
765 0 "Mann" "Physiker" 64 46
766 0 "Frau" "Physiker" 38 20
767 0 "Frau" "Physiker" 43 24
768 0 "Mann" "Physiker" 60 41
769 0 "Mann" "Physiker" 36 17
770 0 "Mann" "Physiker" 30 12
771 0 "Mann" "Physiker" 52 33
772 0 "Mann" "Physiker" 39 21
773 0 "Frau" "Physiker" 25 7
774 0 "Frau" "Physiker" 33 14
775 0 "Mann" "Physiker" 51 33
776 0 "Frau" "Physiker" 55 35
777 0 "Frau" "Physiker" 58 39
778 0 "Mann" "Physiker" 59 40
779 0 "Frau" "Physiker" 47 27
780 0 "Mann" "Physiker" 48 28
781 0 "Mann" "Physiker" 62 44
782 0 "Frau" "Physiker" 49 30
783 0 "Mann" "Physiker" 37 17
784 0 "Frau" "Physiker" 45 26
785 0 "Frau" "Physiker" 40 21
786 0 "Frau" "Physiker" 47 27
787 0 "Frau" "Physiker" 34 14
788 0 "Mann" "Physiker" 40 21
789 0 "Frau" "Physiker" 37 18
790 0 "Mann" "Physiker" 52 33
791 0 "Frau" "Physiker" 47 27
792 0 "Mann" "Physiker" 40 22
793 0 "Frau" "Physiker" 48 28
794 0 "Mann" "Physiker" 40 20
795 0 "Mann" "Physiker" 48 29
796 0 "Frau" "Physiker" 39 20
797 0 "Mann" "Physiker" 56 37
798 0 "Frau" "Physiker" 53 33
799 0 "Mann" "Physiker" 53 33
800 0 "Frau" "Physiker" 48 29
801 0 "Mann" "Physiker" 46 26
802 0 "Frau" "Physiker" 40 21
803 0 "Frau" "Physiker" 56 36
804 0 "Frau" "Physiker" 31 13
805 0 "Mann" "Physiker" 52 32
806 0 "Mann" "Physiker" 33 15
807 0 "Frau" "Physiker" 41 22
808 0 "Frau" "Physiker" 45 25
809 0 "Frau" "Physiker" 46 26
810 0 "Frau" "Physiker" 42 24
811 0 "Mann" "Physiker" 59 39
812 0 "Mann" "Physiker" 44 25
813 0 "Frau" "Physiker" 47 28
814 0 "Frau" "Physiker" 47 28
815 0 "Frau" "Physiker" 62 43
816 0 "Mann" "Physiker" 44 26
817 0 "Frau" "Physiker" 53 33
818 0 "Frau" "Physiker" 44 25
819 0 "Mann" "Physiker" 39 20
820 0 "Mann" "Physiker" 33 15
821 0 "Mann" "Physiker" 40 21
822 0 "Frau" "Physiker" 37 19
823 0 "Frau" "Physiker" 40 20
824 0 "Mann" "Physiker" 39 20
825 0 "Mann" "Physiker" 55 35
826 0 "Frau" "Physiker" 33 14
827 0 "Frau" "Physiker" 52 34
828 0 "Mann" "Physiker" 38 18
829 0 "Frau" "Physiker" 36 17
830 0 "Frau" "Physiker" 46 27
831 0 "Mann" "Physiker" 50 31
832 0 "Frau" "Physiker" 43 23
833 0 "Frau" "Physiker" 54 36
834 0 "Frau" "Physiker" 39 20
835 0 "Mann" "Physiker" 40 20
836 0 "Frau" "Physiker" 50 30
837 0 "Frau" "Physiker" 54 35
838 0 "Frau" "Physiker" 43 23
839 0 "Mann" "Physiker" 54 35
840 0 "Frau" "Physiker" 52 34
841 0 "Frau" "Physiker" 49 31
842 0 "Frau" "Physiker" 58 39
843 0 "Frau" "Physiker" 52 33
844 0 "Frau" "Physiker" 34 16
845 0 "Mann" "Physiker" 36 17
846 0 "Mann" "Physiker" 54 35
847 0 "Mann" "Physiker" 55 36
848 0 "Frau" "Physiker" 46 28
849 0 "Frau" "Physiker" 48 28
850 0 "Mann" "Physiker" 52 33
851 0 "Mann" "Physiker" 54 35
852 0 "Mann" "Physiker" 54 35
853 0 "Mann" "Physiker" 36 18
854 0 "Mann" "Physiker" 43 23
855 0 "Mann" "Physiker" 44 26
856 0 "Frau" "Physiker" 57 37
857 0 "Frau" "Physiker" 48 29
858 0 "Mann" "Physiker" 44 25
859 0 "Frau" "Physiker" 28 10
860 0 "Mann" "Physiker" 56 38
861 0 "Frau" "Physiker" 43 23
862 0 "Frau" "Physiker" 44 26
863 0 "Frau" "Physiker" 52 32
864 0 "Mann" "Physiker" 36 17
865 0 "Frau" "Physiker" 37 17
866 0 "Frau" "Physiker" 48 29
867 0 "Mann" "Physiker" 45 25
868 0 "Mann" "Physiker" 41 21
869 0 "Frau" "Physiker" 61 43
870 0 "Frau" "Physiker" 50 31
871 0 "Mann" "Physiker" 38 18
872 0 "Mann" "Physiker" 43 24
873 0 "Frau" "Physiker" 38 18
874 0 "Mann" "Physiker" 49 31
875 0 "Mann" "Physiker" 49 31
876 0 "Mann" "Physiker" 39 20
877 0 "Frau" "Physiker" 27 8
878 0 "Frau" "Physiker" 44 26
879 0 "Mann" "Physiker" 32 13
880 0 "Mann" "Physiker" 44 25
881 0 "Mann" "Physiker" 50 30
882 0 "Frau" "Physiker" 54 36
883 0 "Mann" "Physiker" 40 20
884 1 "Frau" "Physiker" 32 12
885 0 "Mann" "Physiker" 60 42
886 0 "Mann" "Physiker" 35 15
887 0 "Frau" "Physiker" 32 12
888 0 "Mann" "Physiker" 53 34
889 0 "Frau" "Physiker" 31 12
890 0 "Mann" "Physiker" 35 17
891 1 "Mann" "Physiker" 34 14
892 0 "Frau" "Physiker" 39 21
893 0 "Frau" "Physiker" 35 17
894 0 "Mann" "Physiker" 41 22
895 0 "Frau" "Physiker" 55 36
896 0 "Frau" "Physiker" 38 19
897 0 "Frau" "Physiker" 35 17
898 0 "Frau" "Physiker" 52 34
899 0 "Frau" "Physiker" 34 15
900 0 "Mann" "Physiker" 59 40
901 1 "Frau" "Physiker" 29 10
902 0 "Mann" "Physiker" 47 27
903 0 "Frau" "Physiker" 38 20
904 0 "Mann" "Physiker" 32 13
905 1 "Frau" "Physiker" 28 8
906 0 "Frau" "Physiker" 32 13
907 0 "Frau" "Physiker" 28 9
908 1 "Frau" "Physiker" 30 11
909 0 "Frau" "Physiker" 47 28
910 0 "Frau" "Physiker" 46 27
911 0 "Frau" "Physiker" 52 33
912 0 "Mann" "Physiker" 27 7
913 0 "Frau" "Physiker" 47 28
914 0 "Mann" "Physiker" 45 25
915 0 "Frau" "Physiker" 51 32
916 0 "Frau" "Physiker" 43 24
917 0 "Mann" "Physiker" 61 43
918 0 "Frau" "Physiker" 26 6
919 0 "Mann" "Physiker" 57 38
920 0 "Mann" "Physiker" 29 11
921 0 "Mann" "Physiker" 53 34
922 1 "Frau" "Physiker" 27 8
923 0 "Frau" "Physiker" 38 20
924 0 "Frau" "Physiker" 30 12
925 0 "Frau" "Physiker" 52 32
926 0 "Frau" "Physiker" 59 39
927 0 "Frau" "Physiker" 34 14
928 0 "Mann" "Physiker" 39 20
929 0 "Frau" "Physiker" 47 29
930 0 "Mann" "Physiker" 38 20
931 0 "Frau" "Physiker" 58 38
932 0 "Frau" "Physiker" 61 41
933 0 "Frau" "Physiker" 39 20
934 0 "Frau" "Physiker" 53 34
935 0 "Mann" "Physiker" 48 28
936 0 "Frau" "Physiker" 43 24
937 0 "Frau" "Physiker" 37 17
938 0 "Mann" "Physiker" 47 27
939 0 "Frau" "Physiker" 51 33
940 0 "Mann" "Physiker" 49 30
941 0 "Mann" "Physiker" 47 28
942 0 "Mann" "Physiker" 65 47
943 0 "Frau" "Physiker" 47 28
944 0 "Mann" "Physiker" 33 14
945 0 "Frau" "Physiker" 42 24
946 0 "Mann" "Physiker" 47 29
947 0 "Mann" "Physiker" 46 26
948 0 "Frau" "Physiker" 65 46
949 0 "Frau" "Physiker" 58 38
950 0 "Frau" "Physiker" 38 18
951 0 "Frau" "Physiker" 62 44
952 0 "Mann" "Physiker" 64 44
953 0 "Mann" "Physiker" 51 31
954 0 "Mann" "Physiker" 52 33
955 0 "Frau" "Physiker" 40 22
956 0 "Frau" "Physiker" 52 33
957 0 "Mann" "Physiker" 35 16
958 0 "Frau" "Physiker" 45 27
959 0 "Frau" "Physiker" 54 34
960 0 "Mann" "Physiker" 27 7
961 0 "Frau" "Physiker" 50 31
962 0 "Frau" "Physiker" 27 8
963 0 "Frau" "Physiker" 41 23
964 0 "Frau" "Physiker" 59 40
965 0 "Frau" "Physiker" 35 16
966 0 "Mann" "Physiker" 56 38
967 0 "Mann" "Physiker" 53 33
968 0 "Mann" "Physiker" 40 20
969 0 "Mann" "Physiker" 53 34
970 0 "Frau" "Physiker" 31 11
971 0 "Mann" "Physiker" 57 38
972 0 "Mann" "Physiker" 47 28
973 0 "Mann" "Physiker" 33 14
974 0 "Frau" "Physiker" 46 27
975 0 "Mann" "Physiker" 53 34
976 0 "Frau" "Physiker" 45 26
977 0 "Mann" "Physiker" 34 16
978 0 "Frau" "Physiker" 49 30
979 0 "Frau" "Physiker" 28 8
980 0 "Frau" "Physiker" 40 21
981 0 "Frau" "Physiker" 58 38
982 0 "Mann" "Physiker" 50 30
983 0 "Frau" "Physiker" 39 21
984 0 "Mann" "Physiker" 41 23
985 0 "Mann" "Physiker" 53 34
986 0 "Mann" "Physiker" 33 13
987 0 "Mann" "Physiker" 48 29
988 0 "Mann" "Physiker" 43 24
989 0 "Frau" "Physiker" 46 26
990 0 "Frau" "Physiker" 45 26
991 0 "Frau" "Physiker" 47 28
992 0 "Frau" "Physiker" 53 34
993 0 "Frau" "Physiker" 58 39
994 0 "Frau" "Physiker" 36 18
995 0 "Frau" "Physiker" 58 39
996 0 "Frau" "Physiker" 35 17
997 0 "Frau" "Physiker" 43 24
998 0 "Mann" "Physiker" 45 26
999 0 "Frau" "Physiker" 45 27
1000 0 "Mann" "Physiker" 50 31
1001 1 "Frau" "Zahnarzt" 25 6
1002 0 "Mann" "Zahnarzt" 59 41
1003 0 "Mann" "Zahnarzt" 35 15
1004 0 "Frau" "Zahnarzt" 50 32
1005 0 "Frau" "Zahnarzt" 45 25
1006 1 "Frau" "Zahnarzt" 25 5
1007 0 "Mann" "Zahnarzt" 45 27
1008 0 "Mann" "Zahnarzt" 46 27
1009 0 "Frau" "Zahnarzt" 45 27
1010 0 "Mann" "Zahnarzt" 39 21
1011 0 "Mann" "Zahnarzt" 48 29
1012 0 "Mann" "Zahnarzt" 46 27
1013 0 "Mann" "Zahnarzt" 40 22
1014 1 "Frau" "Zahnarzt" 37 18
1015 0 "Frau" "Zahnarzt" 40 22
1016 0 "Mann" "Zahnarzt" 54 35
1017 0 "Frau" "Zahnarzt" 48 30
1018 0 "Frau" "Zahnarzt" 46 26
1019 0 "Frau" "Zahnarzt" 51 32
1020 0 "Frau" "Zahnarzt" 54 36
1021 0 "Mann" "Zahnarzt" 47 27
1022 0 "Frau" "Zahnarzt" 37 19
1023 0 "Mann" "Zahnarzt" 58 40
1024 0 "Frau" "Zahnarzt" 42 24
1025 1 "Frau" "Zahnarzt" 34 15
1026 1 "Frau" "Zahnarzt" 28 9
1027 0 "Mann" "Zahnarzt" 51 32
1028 0 "Mann" "Zahnarzt" 45 27
1029 0 "Mann" "Zahnarzt" 63 43
1030 0 "Frau" "Zahnarzt" 53 35
1031 0 "Mann" "Zahnarzt" 46 28
1032 0 "Frau" "Zahnarzt" 52 34
1033 0 "Frau" "Zahnarzt" 46 28
1034 1 "Mann" "Zahnarzt" 33 13
1035 0 "Mann" "Zahnarzt" 50 30
1036 0 "Mann" "Zahnarzt" 41 22
1037 0 "Frau" "Zahnarzt" 35 16
1038 0 "Mann" "Zahnarzt" 37 17
1039 0 "Mann" "Zahnarzt" 46 28
1040 0 "Frau" "Zahnarzt" 39 20
1041 0 "Frau" "Zahnarzt" 49 31
1042 0 "Frau" "Zahnarzt" 33 14
1043 0 "Frau" "Zahnarzt" 37 19
1044 0 "Mann" "Zahnarzt" 58 40
1045 0 "Mann" "Zahnarzt" 53 35
1046 1 "Frau" "Zahnarzt" 35 16
1047 0 "Mann" "Zahnarzt" 43 25
1048 0 "Frau" "Zahnarzt" 54 35
1049 0 "Frau" "Zahnarzt" 58 38
1050 0 "Mann" "Zahnarzt" 43 24
1051 0 "Mann" "Zahnarzt" 58 39
1052 0 "Mann" "Zahnarzt" 48 28
1053 0 "Mann" "Zahnarzt" 42 23
1054 0 "Mann" "Zahnarzt" 43 25
1055 0 "Mann" "Zahnarzt" 41 22
1056 0 "Mann" "Zahnarzt" 60 41
1057 0 "Frau" "Zahnarzt" 47 28
1058 0 "Frau" "Zahnarzt" 48 30
1059 0 "Mann" "Zahnarzt" 45 27
1060 0 "Frau" "Zahnarzt" 40 20
1061 0 "Frau" "Zahnarzt" 42 24
1062 0 "Mann" "Zahnarzt" 43 24
1063 0 "Mann" "Zahnarzt" 43 25
1064 0 "Mann" "Zahnarzt" 46 26
1065 0 "Mann" "Zahnarzt" 60 42
1066 1 "Frau" "Zahnarzt" 26 6
1067 0 "Mann" "Zahnarzt" 61 42
1068 0 "Mann" "Zahnarzt" 41 22
1069 0 "Frau" "Zahnarzt" 37 18
1070 0 "Frau" "Zahnarzt" 50 31
1071 0 "Frau" "Zahnarzt" 52 33
1072 0 "Frau" "Zahnarzt" 44 25
1073 0 "Frau" "Zahnarzt" 41 23
1074 0 "Frau" "Zahnarzt" 47 27
1075 0 "Frau" "Zahnarzt" 38 18
1076 0 "Frau" "Zahnarzt" 31 12
1077 0 "Frau" "Zahnarzt" 45 27
1078 0 "Frau" "Zahnarzt" 61 41
1079 0 "Mann" "Zahnarzt" 42 22
1080 0 "Frau" "Zahnarzt" 50 31
1081 0 "Mann" "Zahnarzt" 51 33
1082 0 "Frau" "Zahnarzt" 61 43
1083 1 "Frau" "Zahnarzt" 41 21
1084 0 "Mann" "Zahnarzt" 44 24
1085 0 "Frau" "Zahnarzt" 46 27
1086 0 "Frau" "Zahnarzt" 49 31
1087 0 "Frau" "Zahnarzt" 57 38
1088 0 "Frau" "Zahnarzt" 64 45
1089 0 "Mann" "Zahnarzt" 44 24
1090 0 "Frau" "Zahnarzt" 38 19
1091 0 "Mann" "Zahnarzt" 48 29
1092 0 "Frau" "Zahnarzt" 42 23
1093 0 "Frau" "Zahnarzt" 47 28
1094 1 "Frau" "Zahnarzt" 39 20
1095 0 "Frau" "Zahnarzt" 49 30
1096 0 "Mann" "Zahnarzt" 64 45
1097 0 "Mann" "Zahnarzt" 47 27
1098 0 "Mann" "Zahnarzt" 64 45
1099 0 "Mann" "Zahnarzt" 41 21
1100 0 "Frau" "Zahnarzt" 43 23
1101 0 "Frau" "Zahnarzt" 46 27
1102 0 "Mann" "Zahnarzt" 38 18
1103 0 "Mann" "Zahnarzt" 40 21
1104 0 "Mann" "Zahnarzt" 47 29
1105 0 "Mann" "Zahnarzt" 51 32
1106 0 "Mann" "Zahnarzt" 43 25
1107 0 "Mann" "Zahnarzt" 34 15
1108 0 "Mann" "Zahnarzt" 64 46
1109 0 "Frau" "Zahnarzt" 58 39
1110 0 "Mann" "Zahnarzt" 52 33
1111 0 "Frau" "Zahnarzt" 42 24
1112 0 "Frau" "Zahnarzt" 47 29
1113 0 "Frau" "Zahnarzt" 43 24
1114 0 "Frau" "Zahnarzt" 46 27
1115 0 "Frau" "Zahnarzt" 42 23
1116 0 "Frau" "Zahnarzt" 43 24
1117 0 "Frau" "Zahnarzt" 53 33
1118 0 "Frau" "Zahnarzt" 44 25
1119 0 "Frau" "Zahnarzt" 60 41
1120 0 "Mann" "Zahnarzt" 59 40
1121 0 "Frau" "Zahnarzt" 46 27
1122 0 "Mann" "Zahnarzt" 49 29
1123 0 "Frau" "Zahnarzt" 61 41
1124 0 "Frau" "Zahnarzt" 48 29
1125 0 "Frau" "Zahnarzt" 42 23
1126 0 "Mann" "Zahnarzt" 39 20
1127 0 "Mann" "Zahnarzt" 51 32
1128 0 "Mann" "Zahnarzt" 38 18
1129 0 "Mann" "Zahnarzt" 40 20
1130 0 "Mann" "Zahnarzt" 47 27
1131 0 "Frau" "Zahnarzt" 49 30
1132 0 "Frau" "Zahnarzt" 47 28
1133 0 "Frau" "Zahnarzt" 39 20
1134 0 "Frau" "Zahnarzt" 54 36
1135 0 "Frau" "Zahnarzt" 44 24
1136 0 "Frau" "Zahnarzt" 44 25
1137 1 "Mann" "Zahnarzt" 31 11
1138 0 "Mann" "Zahnarzt" 44 26
1139 0 "Frau" "Zahnarzt" 52 34
1140 0 "Frau" "Zahnarzt" 51 32
1141 0 "Frau" "Zahnarzt" 40 20
1142 0 "Frau" "Zahnarzt" 49 30
1143 0 "Frau" "Zahnarzt" 50 30
1144 0 "Mann" "Zahnarzt" 57 37
1145 0 "Frau" "Zahnarzt" 41 22
1146 0 "Mann" "Zahnarzt" 42 23
1147 0 "Frau" "Zahnarzt" 56 37
1148 0 "Frau" "Zahnarzt" 53 33
1149 0 "Frau" "Zahnarzt" 46 27
1150 0 "Mann" "Zahnarzt" 39 19
1151 0 "Frau" "Zahnarzt" 44 26
1152 0 "Frau" "Zahnarzt" 53 33
1153 0 "Frau" "Zahnarzt" 57 39
1154 0 "Mann" "Zahnarzt" 39 19
1155 0 "Mann" "Zahnarzt" 42 23
1156 0 "Mann" "Zahnarzt" 47 28
1157 0 "Frau" "Zahnarzt" 35 16
1158 0 "Frau" "Zahnarzt" 39 20
1159 0 "Frau" "Zahnarzt" 50 30
1160 0 "Frau" "Zahnarzt" 57 39
1161 0 "Frau" "Zahnarzt" 50 31
1162 0 "Mann" "Zahnarzt" 47 27
1163 0 "Frau" "Zahnarzt" 48 29
1164 0 "Mann" "Zahnarzt" 48 30
1165 0 "Mann" "Zahnarzt" 47 28
1166 0 "Mann" "Zahnarzt" 43 25
1167 1 "Frau" "Zahnarzt" 28 9
1168 0 "Frau" "Zahnarzt" 47 29
1169 0 "Frau" "Zahnarzt" 36 17
1170 0 "Mann" "Zahnarzt" 51 31
1171 0 "Mann" "Zahnarzt" 61 43
1172 0 "Mann" "Zahnarzt" 35 17
1173 0 "Frau" "Zahnarzt" 39 20
1174 0 "Frau" "Zahnarzt" 46 27
1175 0 "Frau" "Zahnarzt" 57 37
1176 0 "Frau" "Zahnarzt" 38 19
1177 0 "Mann" "Zahnarzt" 35 16
1178 0 "Frau" "Zahnarzt" 42 23
1179 0 "Frau" "Zahnarzt" 58 40
1180 1 "Mann" "Zahnarzt" 26 8
1181 0 "Mann" "Zahnarzt" 58 39
1182 0 "Frau" "Zahnarzt" 29 10
1183 0 "Mann" "Zahnarzt" 55 35
1184 0 "Frau" "Zahnarzt" 57 38
1185 0 "Mann" "Zahnarzt" 42 22
1186 0 "Frau" "Zahnarzt" 53 35
1187 0 "Frau" "Zahnarzt" 41 21
1188 0 "Frau" "Zahnarzt" 51 33
1189 0 "Frau" "Zahnarzt" 46 27
1190 1 "Frau" "Zahnarzt" 33 14
1191 1 "Frau" "Zahnarzt" 35 16
1192 0 "Mann" "Zahnarzt" 57 39
1193 0 "Mann" "Zahnarzt" 26 6
1194 0 "Frau" "Zahnarzt" 42 24
1195 0 "Frau" "Zahnarzt" 31 12
1196 0 "Frau" "Zahnarzt" 56 37
1197 0 "Frau" "Zahnarzt" 55 36
1198 0 "Mann" "Zahnarzt" 62 44
1199 0 "Frau" "Zahnarzt" 45 26
1200 0 "Mann" "Zahnarzt" 41 21
1201 0 "Frau" "Zahnarzt" 38 19
1202 0 "Mann" "Zahnarzt" 43 23
1203 0 "Frau" "Zahnarzt" 50 30
1204 0 "Mann" "Zahnarzt" 63 44
1205 0 "Mann" "Zahnarzt" 50 30
1206 0 "Frau" "Zahnarzt" 32 13
1207 0 "Mann" "Zahnarzt" 55 36
1208 0 "Frau" "Zahnarzt" 36 17
1209 0 "Mann" "Zahnarzt" 52 34
1210 0 "Frau" "Zahnarzt" 53 34
1211 0 "Frau" "Zahnarzt" 48 30
1212 0 "Frau" "Zahnarzt" 38 18
1213 0 "Frau" "Zahnarzt" 49 30
1214 0 "Mann" "Zahnarzt" 45 26
1215 0 "Mann" "Zahnarzt" 56 38
1216 0 "Mann" "Zahnarzt" 47 28
1217 0 "Frau" "Zahnarzt" 48 29
1218 0 "Frau" "Zahnarzt" 44 24
1219 0 "Mann" "Zahnarzt" 45 25
1220 0 "Mann" "Zahnarzt" 40 21
1221 0 "Frau" "Zahnarzt" 36 18
1222 0 "Frau" "Zahnarzt" 38 20
1223 0 "Frau" "Zahnarzt" 40 20
1224 0 "Frau" "Zahnarzt" 48 29
1225 0 "Mann" "Zahnarzt" 36 16
1226 0 "Frau" "Zahnarzt" 43 24
1227 0 "Mann" "Zahnarzt" 59 40
1228 0 "Frau" "Zahnarzt" 51 32
1229 0 "Frau" "Zahnarzt" 39 21
1230 0 "Mann" "Zahnarzt" 50 31
1231 0 "Mann" "Zahnarzt" 51 32
1232 0 "Mann" "Zahnarzt" 48 28
1233 0 "Mann" "Zahnarzt" 56 38
1234 0 "Mann" "Zahnarzt" 55 36
1235 0 "Mann" "Zahnarzt" 49 29
1236 0 "Frau" "Zahnarzt" 49 30
1237 0 "Frau" "Zahnarzt" 31 12
1238 0 "Mann" "Zahnarzt" 53 34
1239 0 "Frau" "Zahnarzt" 46 27
1240 0 "Mann" "Zahnarzt" 39 19
1241 0 "Frau" "Zahnarzt" 44 26
1242 0 "Frau" "Zahnarzt" 56 38
1243 0 "Mann" "Zahnarzt" 46 26
1244 0 "Frau" "Zahnarzt" 55 35
1245 0 "Frau" "Zahnarzt" 44 24
1246 0 "Mann" "Zahnarzt" 57 38
1247 0 "Mann" "Zahnarzt" 41 22
1248 0 "Mann" "Zahnarzt" 34 15
1249 0 "Mann" "Zahnarzt" 46 27
1250 0 "Mann" "Zahnarzt" 48 28
1251 1 "Frau" "Zahnarzt" 32 13
1252 0 "Frau" "Zahnarzt" 41 21
1253 0 "Frau" "Zahnarzt" 32 13
1254 0 "Mann" "Zahnarzt" 40 22
1255 0 "Mann" "Zahnarzt" 49 29
1256 0 "Frau" "Zahnarzt" 49 31
1257 0 "Frau" "Zahnarzt" 57 38
1258 0 "Mann" "Zahnarzt" 40 21
1259 0 "Mann" "Zahnarzt" 45 26
1260 0 "Mann" "Zahnarzt" 49 30
1261 0 "Frau" "Zahnarzt" 36 17
1262 0 "Mann" "Zahnarzt" 51 32
1263 0 "Mann" "Zahnarzt" 57 38
1264 0 "Frau" "Zahnarzt" 41 22
1265 1 "Frau" "Zahnarzt" 35 16
1266 1 "Frau" "Zahnarzt" 35 16
1267 0 "Frau" "Zahnarzt" 39 20
1268 0 "Frau" "Zahnarzt" 38 19
1269 0 "Mann" "Zahnarzt" 53 34
1270 0 "Frau" "Zahnarzt" 47 29
1271 0 "Frau" "Zahnarzt" 48 29
1272 0 "Mann" "Zahnarzt" 40 21
1273 0 "Frau" "Zahnarzt" 57 37
1274 0 "Mann" "Zahnarzt" 62 44
1275 0 "Frau" "Zahnarzt" 56 37
1276 0 "Frau" "Zahnarzt" 57 38
1277 0 "Mann" "Zahnarzt" 62 44
1278 0 "Frau" "Zahnarzt" 41 23
1279 0 "Frau" "Zahnarzt" 44 25
1280 0 "Frau" "Zahnarzt" 61 42
1281 0 "Mann" "Zahnarzt" 34 16
1282 0 "Mann" "Zahnarzt" 55 36
1283 1 "Frau" "Zahnarzt" 25 7
1284 0 "Mann" "Zahnarzt" 36 18
1285 0 "Frau" "Zahnarzt" 58 39
1286 0 "Frau" "Zahnarzt" 28 10
1287 0 "Frau" "Zahnarzt" 42 24
1288 0 "Frau" "Zahnarzt" 39 20
1289 0 "Mann" "Zahnarzt" 31 12
1290 0 "Mann" "Zahnarzt" 51 31
1291 0 "Frau" "Zahnarzt" 42 23
1292 0 "Frau" "Zahnarzt" 47 28
1293 1 "Frau" "Zahnarzt" 39 19
1294 0 "Frau" "Zahnarzt" 36 18
1295 0 "Frau" "Zahnarzt" 58 39
1296 0 "Mann" "Zahnarzt" 42 23
1297 0 "Mann" "Zahnarzt" 37 18
1298 1 "Mann" "Zahnarzt" 35 16
1299 0 "Frau" "Zahnarzt" 50 32
1300 0 "Mann" "Zahnarzt" 56 38
1301 0 "Mann" "Zahnarzt" 55 37
1302 0 "Mann" "Zahnarzt" 29 11
1303 0 "Frau" "Zahnarzt" 44 26
1304 0 "Frau" "Zahnarzt" 52 33
1305 0 "Frau" "Zahnarzt" 54 35
1306 0 "Frau" "Zahnarzt" 48 28
1307 0 "Frau" "Zahnarzt" 51 33
1308 0 "Mann" "Zahnarzt" 51 32
1309 1 "Mann" "Zahnarzt" 34 14
1310 0 "Frau" "Zahnarzt" 44 25
1311 0 "Frau" "Zahnarzt" 51 32
1312 0 "Mann" "Zahnarzt" 49 29
1313 0 "Frau" "Zahnarzt" 43 24
1314 0 "Mann" "Zahnarzt" 43 24
1315 0 "Mann" "Zahnarzt" 47 27
1316 0 "Mann" "Zahnarzt" 40 21
1317 0 "Mann" "Zahnarzt" 46 27
1318 0 "Frau" "Zahnarzt" 46 26
1319 0 "Mann" "Zahnarzt" 35 16
1320 1 "Frau" "Zahnarzt" 29 11
1321 0 "Mann" "Zahnarzt" 48 30
1322 0 "Mann" "Zahnarzt" 47 27
1323 0 "Mann" "Zahnarzt" 53 33
1324 0 "Mann" "Zahnarzt" 41 22
1325 0 "Frau" "Zahnarzt" 48 28
1326 0 "Mann" "Zahnarzt" 53 35
1327 0 "Frau" "Zahnarzt" 27 9
