"Lnr" "Unfall" "Geschlecht" "Beruf" "Alter" "Fahrpraxis" "Zeit"
633 0 "Mann" "Physiker" 47 28 45
634 0 "Frau" "Physiker" 48 29 146
635 0 "Frau" "Physiker" 43 23 18
636 0 "Frau" "Physiker" 50 31 35
637 0 "Frau" "Physiker" 31 12 18
638 0 "Mann" "Physiker" 56 37 3
639 0 "Frau" "Physiker" 60 41 15
640 0 "Mann" "Physiker" 34 15 12
641 0 "Frau" "Physiker" 61 43 37
642 0 "Mann" "Physiker" 48 29 5
643 0 "Mann" "Physiker" 46 27 9
644 0 "Frau" "Physiker" 44 24 53
645 0 "Mann" "Physiker" 39 20 2
646 0 "Frau" "Physiker" 51 32 2
647 0 "Mann" "Physiker" 27 7 0
648 1 "Frau" "Physiker" 33 15 16
649 0 "Frau" "Physiker" 43 24 54
650 0 "Frau" "Physiker" 37 18 18
651 0 "Frau" "Physiker" 41 22 13
652 0 "Frau" "Physiker" 33 13 11
653 0 "Frau" "Physiker" 53 34 32
654 0 "Frau" "Physiker" 39 20 17
655 0 "Frau" "Physiker" 38 20 12
656 0 "Frau" "Physiker" 51 31 3
657 0 "Frau" "Physiker" 32 14 6
658 1 "Mann" "Physiker" 29 9 4
659 0 "Mann" "Physiker" 43 24 3
660 0 "Mann" "Physiker" 37 19 12
661 0 "Mann" "Physiker" 33 13 42
662 0 "Frau" "Physiker" 43 24 14
663 0 "Frau" "Physiker" 63 45 15
664 0 "Frau" "Physiker" 59 40 7
665 0 "Mann" "Physiker" 56 36 4
666 0 "Frau" "Physiker" 42 22 69
667 0 "Frau" "Physiker" 42 22 14
668 0 "Frau" "Physiker" 49 30 105
669 0 "Frau" "Physiker" 46 27 38
670 0 "Frau" "Physiker" 38 19 3
671 0 "Mann" "Physiker" 65 46 17
672 1 "Frau" "Physiker" 32 12 69
673 0 "Frau" "Physiker" 27 7 44
674 0 "Mann" "Physiker" 44 25 20
675 0 "Frau" "Physiker" 44 26 16
676 0 "Mann" "Physiker" 43 23 3
677 0 "Frau" "Physiker" 47 28 10
678 0 "Frau" "Physiker" 34 16 10
679 0 "Frau" "Physiker" 26 7 3
680 0 "Mann" "Physiker" 46 27 1
681 0 "Mann" "Physiker" 45 27 9
682 0 "Mann" "Physiker" 55 35 30
683 0 "Frau" "Physiker" 44 24 8
684 1 "Frau" "Physiker" 30 12 34
685 0 "Mann" "Physiker" 34 14 3
686 0 "Mann" "Physiker" 51 32 9
687 0 "Frau" "Physiker" 39 19 20
688 0 "Mann" "Physiker" 44 25 68
689 0 "Frau" "Physiker" 48 30 50
690 0 "Frau" "Physiker" 48 30 56
691 0 "Frau" "Physiker" 39 20 2
692 0 "Mann" "Physiker" 46 26 7
693 0 "Mann" "Physiker" 43 23 26
694 0 "Frau" "Physiker" 30 11 14
695 0 "Mann" "Physiker" 49 29 15
696 0 "Frau" "Physiker" 55 36 2
697 0 "Mann" "Physiker" 52 34 4
698 0 "Frau" "Physiker" 44 25 15
699 0 "Frau" "Physiker" 51 32 59
700 0 "Frau" "Physiker" 40 22 17
701 0 "Mann" "Physiker" 44 26 25
702 0 "Mann" "Physiker" 41 23 7
703 0 "Frau" "Physiker" 41 23 29
704 0 "Frau" "Physiker" 51 31 77
705 0 "Mann" "Physiker" 41 23 20
706 0 "Mann" "Physiker" 60 41 22
707 0 "Frau" "Physiker" 52 33 13
708 0 "Mann" "Physiker" 56 38 35
709 0 "Frau" "Physiker" 43 25 15
710 0 "Mann" "Physiker" 40 20 18
711 0 "Frau" "Physiker" 44 26 40
712 0 "Frau" "Physiker" 46 27 4
713 0 "Frau" "Physiker" 48 29 23
714 0 "Mann" "Physiker" 48 29 23
715 0 "Mann" "Physiker" 46 27 75
716 0 "Frau" "Physiker" 31 11 16
717 0 "Frau" "Physiker" 62 43 28
718 0 "Frau" "Physiker" 53 34 58
719 0 "Mann" "Physiker" 50 32 69
720 0 "Mann" "Physiker" 42 23 23
721 0 "Mann" "Physiker" 60 40 7
722 0 "Frau" "Physiker" 45 26 6
723 0 "Frau" "Physiker" 47 28 9
724 0 "Frau" "Physiker" 37 18 6
725 0 "Frau" "Physiker" 54 34 2
726 0 "Frau" "Physiker" 44 25 2
727 0 "Mann" "Physiker" 25 7 20
728 0 "Frau" "Physiker" 43 24 47
729 0 "Frau" "Physiker" 33 14 77
730 1 "Frau" "Physiker" 30 11 7
731 0 "Mann" "Physiker" 31 11 11
732 0 "Frau" "Physiker" 36 16 16
733 0 "Frau" "Physiker" 56 37 56
734 0 "Frau" "Physiker" 33 13 47
735 0 "Frau" "Physiker" 32 12 21
736 0 "Frau" "Physiker" 35 17 58
737 0 "Frau" "Physiker" 31 12 20
738 0 "Frau" "Physiker" 35 17 8
739 0 "Frau" "Physiker" 59 40 27
740 0 "Frau" "Physiker" 53 35 4
741 0 "Mann" "Physiker" 44 24 13
742 0 "Frau" "Physiker" 58 40 24
743 0 "Mann" "Physiker" 57 38 5
744 1 "Frau" "Physiker" 28 9 4
745 0 "Mann" "Physiker" 47 27 12
746 0 "Frau" "Physiker" 37 19 36
747 0 "Frau" "Physiker" 47 29 2
748 0 "Mann" "Physiker" 47 29 15
749 0 "Mann" "Physiker" 45 27 97
750 0 "Mann" "Physiker" 64 45 5
751 0 "Mann" "Physiker" 52 33 4
752 0 "Frau" "Physiker" 60 42 9
753 0 "Frau" "Physiker" 50 31 31
754 0 "Frau" "Physiker" 30 11 4
755 0 "Frau" "Physiker" 46 26 4
756 0 "Mann" "Physiker" 37 17 0
757 0 "Mann" "Physiker" 35 15 9
758 0 "Mann" "Physiker" 34 16 39
759 0 "Mann" "Physiker" 33 14 12
760 0 "Frau" "Physiker" 42 22 57
761 0 "Mann" "Physiker" 52 34 16
762 0 "Mann" "Physiker" 53 34 20
763 0 "Frau" "Physiker" 40 21 46
764 0 "Frau" "Physiker" 30 11 70
765 0 "Mann" "Physiker" 64 46 27
766 0 "Frau" "Physiker" 38 20 6
767 0 "Frau" "Physiker" 43 24 17
768 0 "Mann" "Physiker" 60 41 21
769 0 "Mann" "Physiker" 36 17 2
770 0 "Mann" "Physiker" 30 12 7
771 0 "Mann" "Physiker" 52 33 8
772 0 "Mann" "Physiker" 39 21 42
773 0 "Frau" "Physiker" 25 7 55
774 0 "Frau" "Physiker" 33 14 57
775 0 "Mann" "Physiker" 51 33 14
776 0 "Frau" "Physiker" 55 35 8
777 0 "Frau" "Physiker" 58 39 6
778 0 "Mann" "Physiker" 59 40 22
779 0 "Frau" "Physiker" 47 27 32
780 0 "Mann" "Physiker" 48 28 31
781 0 "Mann" "Physiker" 62 44 21
782 0 "Frau" "Physiker" 49 30 88
783 0 "Mann" "Physiker" 37 17 3
784 0 "Frau" "Physiker" 45 26 14
785 0 "Frau" "Physiker" 40 21 2
786 0 "Frau" "Physiker" 47 27 31
787 0 "Frau" "Physiker" 34 14 31
788 0 "Mann" "Physiker" 40 21 1
789 0 "Frau" "Physiker" 37 18 3
790 0 "Mann" "Physiker" 52 33 8
791 0 "Frau" "Physiker" 47 27 13
792 0 "Mann" "Physiker" 40 22 2
793 0 "Frau" "Physiker" 48 28 5
794 0 "Mann" "Physiker" 40 20 71
795 0 "Mann" "Physiker" 48 29 37
796 0 "Frau" "Physiker" 39 20 48
797 0 "Mann" "Physiker" 56 37 21
798 0 "Frau" "Physiker" 53 33 9
799 0 "Mann" "Physiker" 53 33 13
800 0 "Frau" "Physiker" 48 29 28
801 0 "Mann" "Physiker" 46 26 0
802 0 "Frau" "Physiker" 40 21 2
803 0 "Frau" "Physiker" 56 36 97
804 0 "Frau" "Physiker" 31 13 22
805 0 "Mann" "Physiker" 52 32 1
806 0 "Mann" "Physiker" 33 15 27
807 0 "Frau" "Physiker" 41 22 22
808 0 "Frau" "Physiker" 45 25 5
809 0 "Frau" "Physiker" 46 26 59
810 0 "Frau" "Physiker" 42 24 0
811 0 "Mann" "Physiker" 59 39 15
812 0 "Mann" "Physiker" 44 25 63
813 0 "Frau" "Physiker" 47 28 15
814 0 "Frau" "Physiker" 47 28 0
815 0 "Frau" "Physiker" 62 43 48
816 0 "Mann" "Physiker" 44 26 7
817 0 "Frau" "Physiker" 53 33 2
818 0 "Frau" "Physiker" 44 25 9
819 0 "Mann" "Physiker" 39 20 6
820 0 "Mann" "Physiker" 33 15 3
821 0 "Mann" "Physiker" 40 21 10
822 0 "Frau" "Physiker" 37 19 10
823 0 "Frau" "Physiker" 40 20 14
824 0 "Mann" "Physiker" 39 20 16
825 0 "Mann" "Physiker" 55 35 7
826 0 "Frau" "Physiker" 33 14 33
827 0 "Frau" "Physiker" 52 34 2
828 0 "Mann" "Physiker" 38 18 14
829 0 "Frau" "Physiker" 36 17 1
830 0 "Frau" "Physiker" 46 27 3
831 0 "Mann" "Physiker" 50 31 10
832 0 "Frau" "Physiker" 43 23 3
833 0 "Frau" "Physiker" 54 36 5
834 0 "Frau" "Physiker" 39 20 7
835 0 "Mann" "Physiker" 40 20 36
836 0 "Frau" "Physiker" 50 30 1
837 0 "Frau" "Physiker" 54 35 15
838 0 "Frau" "Physiker" 43 23 1
839 0 "Mann" "Physiker" 54 35 14
840 0 "Frau" "Physiker" 52 34 50
841 0 "Frau" "Physiker" 49 31 20
842 0 "Frau" "Physiker" 58 39 29
843 0 "Frau" "Physiker" 52 33 101
844 0 "Frau" "Physiker" 34 16 23
845 0 "Mann" "Physiker" 36 17 40
846 0 "Mann" "Physiker" 54 35 87
847 0 "Mann" "Physiker" 55 36 8
848 0 "Frau" "Physiker" 46 28 6
849 0 "Frau" "Physiker" 48 28 82
850 0 "Mann" "Physiker" 52 33 15
851 0 "Mann" "Physiker" 54 35 10
852 0 "Mann" "Physiker" 54 35 26
853 0 "Mann" "Physiker" 36 18 3
854 0 "Mann" "Physiker" 43 23 9
855 0 "Mann" "Physiker" 44 26 50
856 0 "Frau" "Physiker" 57 37 43
857 0 "Frau" "Physiker" 48 29 24
858 0 "Mann" "Physiker" 44 25 19
859 0 "Frau" "Physiker" 28 10 64
860 0 "Mann" "Physiker" 56 38 50
861 0 "Frau" "Physiker" 43 23 6
862 0 "Frau" "Physiker" 44 26 31
863 0 "Frau" "Physiker" 52 32 19
864 0 "Mann" "Physiker" 36 17 5
865 0 "Frau" "Physiker" 37 17 21
866 0 "Frau" "Physiker" 48 29 32
867 0 "Mann" "Physiker" 45 25 7
868 0 "Mann" "Physiker" 41 21 3
869 0 "Frau" "Physiker" 61 43 11
870 0 "Frau" "Physiker" 50 31 7
871 0 "Mann" "Physiker" 38 18 21
872 0 "Mann" "Physiker" 43 24 14
873 0 "Frau" "Physiker" 38 18 46
874 0 "Mann" "Physiker" 49 31 1
875 0 "Mann" "Physiker" 49 31 17
876 0 "Mann" "Physiker" 39 20 22
877 0 "Frau" "Physiker" 27 8 14
878 0 "Frau" "Physiker" 44 26 12
879 0 "Mann" "Physiker" 32 13 15
880 0 "Mann" "Physiker" 44 25 13
881 0 "Mann" "Physiker" 50 30 36
882 0 "Frau" "Physiker" 54 36 5
883 0 "Mann" "Physiker" 40 20 8
884 1 "Frau" "Physiker" 32 12 21
885 0 "Mann" "Physiker" 60 42 14
886 0 "Mann" "Physiker" 35 15 19
887 0 "Frau" "Physiker" 32 12 2
888 0 "Mann" "Physiker" 53 34 21
889 0 "Frau" "Physiker" 31 12 1
890 0 "Mann" "Physiker" 35 17 32
891 1 "Mann" "Physiker" 34 14 19
892 0 "Frau" "Physiker" 39 21 70
893 0 "Frau" "Physiker" 35 17 15
894 0 "Mann" "Physiker" 41 22 39
895 0 "Frau" "Physiker" 55 36 0
896 0 "Frau" "Physiker" 38 19 4
897 0 "Frau" "Physiker" 35 17 20
898 0 "Frau" "Physiker" 52 34 9
899 0 "Frau" "Physiker" 34 15 74
900 0 "Mann" "Physiker" 59 40 3
901 1 "Frau" "Physiker" 29 10 2
902 0 "Mann" "Physiker" 47 27 33
903 0 "Frau" "Physiker" 38 20 2
904 0 "Mann" "Physiker" 32 13 20
905 1 "Frau" "Physiker" 28 8 15
906 0 "Frau" "Physiker" 32 13 3
907 0 "Frau" "Physiker" 28 9 14
908 1 "Frau" "Physiker" 30 11 25
909 0 "Frau" "Physiker" 47 28 55
910 0 "Frau" "Physiker" 46 27 1
911 0 "Frau" "Physiker" 52 33 3
912 0 "Mann" "Physiker" 27 7 19
913 0 "Frau" "Physiker" 47 28 13
914 0 "Mann" "Physiker" 45 25 6
915 0 "Frau" "Physiker" 51 32 35
916 0 "Frau" "Physiker" 43 24 9
917 0 "Mann" "Physiker" 61 43 65
918 0 "Frau" "Physiker" 26 6 1
919 0 "Mann" "Physiker" 57 38 0
920 0 "Mann" "Physiker" 29 11 8
921 0 "Mann" "Physiker" 53 34 6
922 1 "Frau" "Physiker" 27 8 17
923 0 "Frau" "Physiker" 38 20 9
924 0 "Frau" "Physiker" 30 12 8
925 0 "Frau" "Physiker" 52 32 14
926 0 "Frau" "Physiker" 59 39 6
927 0 "Frau" "Physiker" 34 14 3
928 0 "Mann" "Physiker" 39 20 11
929 0 "Frau" "Physiker" 47 29 60
930 0 "Mann" "Physiker" 38 20 5
931 0 "Frau" "Physiker" 58 38 14
932 0 "Frau" "Physiker" 61 41 56
933 0 "Frau" "Physiker" 39 20 7
934 0 "Frau" "Physiker" 53 34 21
935 0 "Mann" "Physiker" 48 28 9
936 0 "Frau" "Physiker" 43 24 7
937 0 "Frau" "Physiker" 37 17 3
938 0 "Mann" "Physiker" 47 27 7
939 0 "Frau" "Physiker" 51 33 18
940 0 "Mann" "Physiker" 49 30 7
941 0 "Mann" "Physiker" 47 28 84
942 0 "Mann" "Physiker" 65 47 10
943 0 "Frau" "Physiker" 47 28 13
944 0 "Mann" "Physiker" 33 14 16
945 0 "Frau" "Physiker" 42 24 5
946 0 "Mann" "Physiker" 47 29 45
947 0 "Mann" "Physiker" 46 26 44
948 0 "Frau" "Physiker" 65 46 5
949 0 "Frau" "Physiker" 58 38 51
950 0 "Frau" "Physiker" 38 18 56
951 0 "Frau" "Physiker" 62 44 3
952 0 "Mann" "Physiker" 64 44 13
953 0 "Mann" "Physiker" 51 31 96
954 0 "Mann" "Physiker" 52 33 30
955 0 "Frau" "Physiker" 40 22 70
956 0 "Frau" "Physiker" 52 33 34
957 0 "Mann" "Physiker" 35 16 11
958 0 "Frau" "Physiker" 45 27 24
959 0 "Frau" "Physiker" 54 34 22
960 0 "Mann" "Physiker" 27 7 9
961 0 "Frau" "Physiker" 50 31 28
962 0 "Frau" "Physiker" 27 8 24
963 0 "Frau" "Physiker" 41 23 67
964 0 "Frau" "Physiker" 59 40 4
965 0 "Frau" "Physiker" 35 16 3
966 0 "Mann" "Physiker" 56 38 1
967 0 "Mann" "Physiker" 53 33 12
968 0 "Mann" "Physiker" 40 20 8
969 0 "Mann" "Physiker" 53 34 15
970 0 "Frau" "Physiker" 31 11 18
971 0 "Mann" "Physiker" 57 38 2
972 0 "Mann" "Physiker" 47 28 10
973 0 "Mann" "Physiker" 33 14 10
974 0 "Frau" "Physiker" 46 27 2
975 0 "Mann" "Physiker" 53 34 6
976 0 "Frau" "Physiker" 45 26 4
977 0 "Mann" "Physiker" 34 16 3
978 0 "Frau" "Physiker" 49 30 43
979 0 "Frau" "Physiker" 28 8 3
980 0 "Frau" "Physiker" 40 21 42
981 0 "Frau" "Physiker" 58 38 58
982 0 "Mann" "Physiker" 50 30 60
983 0 "Frau" "Physiker" 39 21 15
984 0 "Mann" "Physiker" 41 23 5
985 0 "Mann" "Physiker" 53 34 50
986 0 "Mann" "Physiker" 33 13 61
987 0 "Mann" "Physiker" 48 29 82
988 0 "Mann" "Physiker" 43 24 2
989 0 "Frau" "Physiker" 46 26 43
990 0 "Frau" "Physiker" 45 26 78
991 0 "Frau" "Physiker" 47 28 22
992 0 "Frau" "Physiker" 53 34 20
993 0 "Frau" "Physiker" 58 39 20
994 0 "Frau" "Physiker" 36 18 1
995 0 "Frau" "Physiker" 58 39 20
996 0 "Frau" "Physiker" 35 17 11
997 0 "Frau" "Physiker" 43 24 28
998 0 "Mann" "Physiker" 45 26 3
999 0 "Frau" "Physiker" 45 27 18
1000 0 "Mann" "Physiker" 50 31 0
1001 1 "Frau" "Zahnarzt" 25 6 23
1002 0 "Mann" "Zahnarzt" 59 41 5
1003 0 "Mann" "Zahnarzt" 35 15 4
1004 0 "Frau" "Zahnarzt" 50 32 15
1005 0 "Frau" "Zahnarzt" 45 25 5
1006 1 "Frau" "Zahnarzt" 25 5 23
1007 0 "Mann" "Zahnarzt" 45 27 18
1008 0 "Mann" "Zahnarzt" 46 27 15
1009 0 "Frau" "Zahnarzt" 45 27 11
1010 0 "Mann" "Zahnarzt" 39 21 6
1011 0 "Mann" "Zahnarzt" 48 29 28
1012 0 "Mann" "Zahnarzt" 46 27 10
1013 0 "Mann" "Zahnarzt" 40 22 23
1014 1 "Frau" "Zahnarzt" 37 18 31
1015 0 "Frau" "Zahnarzt" 40 22 27
1016 0 "Mann" "Zahnarzt" 54 35 22
1017 0 "Frau" "Zahnarzt" 48 30 51
1018 0 "Frau" "Zahnarzt" 46 26 20
1019 0 "Frau" "Zahnarzt" 51 32 3
1020 0 "Frau" "Zahnarzt" 54 36 17
1021 0 "Mann" "Zahnarzt" 47 27 14
1022 0 "Frau" "Zahnarzt" 37 19 3
1023 0 "Mann" "Zahnarzt" 58 40 10
1024 0 "Frau" "Zahnarzt" 42 24 48
1025 1 "Frau" "Zahnarzt" 34 15 33
1026 1 "Frau" "Zahnarzt" 28 9 2
1027 0 "Mann" "Zahnarzt" 51 32 42
1028 0 "Mann" "Zahnarzt" 45 27 28
1029 0 "Mann" "Zahnarzt" 63 43 14
1030 0 "Frau" "Zahnarzt" 53 35 11
1031 0 "Mann" "Zahnarzt" 46 28 11
1032 0 "Frau" "Zahnarzt" 52 34 35
1033 0 "Frau" "Zahnarzt" 46 28 45
1034 1 "Mann" "Zahnarzt" 33 13 35
1035 0 "Mann" "Zahnarzt" 50 30 24
1036 0 "Mann" "Zahnarzt" 41 22 8
1037 0 "Frau" "Zahnarzt" 35 16 8
1038 0 "Mann" "Zahnarzt" 37 17 11
1039 0 "Mann" "Zahnarzt" 46 28 21
1040 0 "Frau" "Zahnarzt" 39 20 0
1041 0 "Frau" "Zahnarzt" 49 31 15
1042 0 "Frau" "Zahnarzt" 33 14 23
1043 0 "Frau" "Zahnarzt" 37 19 6
1044 0 "Mann" "Zahnarzt" 58 40 23
1045 0 "Mann" "Zahnarzt" 53 35 28
1046 1 "Frau" "Zahnarzt" 35 16 1
1047 0 "Mann" "Zahnarzt" 43 25 1
1048 0 "Frau" "Zahnarzt" 54 35 24
1049 0 "Frau" "Zahnarzt" 58 38 31
1050 0 "Mann" "Zahnarzt" 43 24 1
1051 0 "Mann" "Zahnarzt" 58 39 23
1052 0 "Mann" "Zahnarzt" 48 28 56
1053 0 "Mann" "Zahnarzt" 42 23 31
1054 0 "Mann" "Zahnarzt" 43 25 12
1055 0 "Mann" "Zahnarzt" 41 22 20
1056 0 "Mann" "Zahnarzt" 60 41 17
1057 0 "Frau" "Zahnarzt" 47 28 54
1058 0 "Frau" "Zahnarzt" 48 30 47
1059 0 "Mann" "Zahnarzt" 45 27 18
1060 0 "Frau" "Zahnarzt" 40 20 101
1061 0 "Frau" "Zahnarzt" 42 24 11
1062 0 "Mann" "Zahnarzt" 43 24 2
1063 0 "Mann" "Zahnarzt" 43 25 10
1064 0 "Mann" "Zahnarzt" 46 26 76
1065 0 "Mann" "Zahnarzt" 60 42 2
1066 1 "Frau" "Zahnarzt" 26 6 13
1067 0 "Mann" "Zahnarzt" 61 42 6
1068 0 "Mann" "Zahnarzt" 41 22 2
1069 0 "Frau" "Zahnarzt" 37 18 54
1070 0 "Frau" "Zahnarzt" 50 31 2
1071 0 "Frau" "Zahnarzt" 52 33 10
1072 0 "Frau" "Zahnarzt" 44 25 40
1073 0 "Frau" "Zahnarzt" 41 23 25
1074 0 "Frau" "Zahnarzt" 47 27 13
1075 0 "Frau" "Zahnarzt" 38 18 4
1076 0 "Frau" "Zahnarzt" 31 12 15
1077 0 "Frau" "Zahnarzt" 45 27 35
1078 0 "Frau" "Zahnarzt" 61 41 0
1079 0 "Mann" "Zahnarzt" 42 22 38
1080 0 "Frau" "Zahnarzt" 50 31 16
1081 0 "Mann" "Zahnarzt" 51 33 20
1082 0 "Frau" "Zahnarzt" 61 43 4
1083 1 "Frau" "Zahnarzt" 41 21 14
1084 0 "Mann" "Zahnarzt" 44 24 12
1085 0 "Frau" "Zahnarzt" 46 27 0
1086 0 "Frau" "Zahnarzt" 49 31 22
1087 0 "Frau" "Zahnarzt" 57 38 37
1088 0 "Frau" "Zahnarzt" 64 45 28
1089 0 "Mann" "Zahnarzt" 44 24 24
1090 0 "Frau" "Zahnarzt" 38 19 16
1091 0 "Mann" "Zahnarzt" 48 29 14
1092 0 "Frau" "Zahnarzt" 42 23 25
1093 0 "Frau" "Zahnarzt" 47 28 16
1094 1 "Frau" "Zahnarzt" 39 20 43
1095 0 "Frau" "Zahnarzt" 49 30 98
1096 0 "Mann" "Zahnarzt" 64 45 53
1097 0 "Mann" "Zahnarzt" 47 27 1
1098 0 "Mann" "Zahnarzt" 64 45 112
1099 0 "Mann" "Zahnarzt" 41 21 34
1100 0 "Frau" "Zahnarzt" 43 23 4
1101 0 "Frau" "Zahnarzt" 46 27 31
1102 0 "Mann" "Zahnarzt" 38 18 36
1103 0 "Mann" "Zahnarzt" 40 21 112
1104 0 "Mann" "Zahnarzt" 47 29 2
1105 0 "Mann" "Zahnarzt" 51 32 28
1106 0 "Mann" "Zahnarzt" 43 25 21
1107 0 "Mann" "Zahnarzt" 34 15 15
1108 0 "Mann" "Zahnarzt" 64 46 14
1109 0 "Frau" "Zahnarzt" 58 39 7
1110 0 "Mann" "Zahnarzt" 52 33 8
1111 0 "Frau" "Zahnarzt" 42 24 30
1112 0 "Frau" "Zahnarzt" 47 29 4
1113 0 "Frau" "Zahnarzt" 43 24 30
1114 0 "Frau" "Zahnarzt" 46 27 69
1115 0 "Frau" "Zahnarzt" 42 23 10
1116 0 "Frau" "Zahnarzt" 43 24 31
1117 0 "Frau" "Zahnarzt" 53 33 13
1118 0 "Frau" "Zahnarzt" 44 25 12
1119 0 "Frau" "Zahnarzt" 60 41 2
1120 0 "Mann" "Zahnarzt" 59 40 9
1121 0 "Frau" "Zahnarzt" 46 27 59
1122 0 "Mann" "Zahnarzt" 49 29 21
1123 0 "Frau" "Zahnarzt" 61 41 24
1124 0 "Frau" "Zahnarzt" 48 29 43
1125 0 "Frau" "Zahnarzt" 42 23 1
1126 0 "Mann" "Zahnarzt" 39 20 12
1127 0 "Mann" "Zahnarzt" 51 32 20
1128 0 "Mann" "Zahnarzt" 38 18 11
1129 0 "Mann" "Zahnarzt" 40 20 6
1130 0 "Mann" "Zahnarzt" 47 27 55
1131 0 "Frau" "Zahnarzt" 49 30 30
1132 0 "Frau" "Zahnarzt" 47 28 10
1133 0 "Frau" "Zahnarzt" 39 20 30
1134 0 "Frau" "Zahnarzt" 54 36 22
1135 0 "Frau" "Zahnarzt" 44 24 7
1136 0 "Frau" "Zahnarzt" 44 25 6
1137 1 "Mann" "Zahnarzt" 31 11 14
1138 0 "Mann" "Zahnarzt" 44 26 90
1139 0 "Frau" "Zahnarzt" 52 34 57
1140 0 "Frau" "Zahnarzt" 51 32 2
1141 0 "Frau" "Zahnarzt" 40 20 100
1142 0 "Frau" "Zahnarzt" 49 30 5
1143 0 "Frau" "Zahnarzt" 50 30 5
1144 0 "Mann" "Zahnarzt" 57 37 4
1145 0 "Frau" "Zahnarzt" 41 22 12
1146 0 "Mann" "Zahnarzt" 42 23 9
1147 0 "Frau" "Zahnarzt" 56 37 2
1148 0 "Frau" "Zahnarzt" 53 33 9
1149 0 "Frau" "Zahnarzt" 46 27 0
1150 0 "Mann" "Zahnarzt" 39 19 31
1151 0 "Frau" "Zahnarzt" 44 26 30
1152 0 "Frau" "Zahnarzt" 53 33 2
1153 0 "Frau" "Zahnarzt" 57 39 21
1154 0 "Mann" "Zahnarzt" 39 19 0
1155 0 "Mann" "Zahnarzt" 42 23 45
1156 0 "Mann" "Zahnarzt" 47 28 1
1157 0 "Frau" "Zahnarzt" 35 16 64
1158 0 "Frau" "Zahnarzt" 39 20 17
1159 0 "Frau" "Zahnarzt" 50 30 18
1160 0 "Frau" "Zahnarzt" 57 39 6
1161 0 "Frau" "Zahnarzt" 50 31 31
1162 0 "Mann" "Zahnarzt" 47 27 43
1163 0 "Frau" "Zahnarzt" 48 29 16
1164 0 "Mann" "Zahnarzt" 48 30 63
1165 0 "Mann" "Zahnarzt" 47 28 10
1166 0 "Mann" "Zahnarzt" 43 25 37
1167 1 "Frau" "Zahnarzt" 28 9 22
1168 0 "Frau" "Zahnarzt" 47 29 41
1169 0 "Frau" "Zahnarzt" 36 17 19
1170 0 "Mann" "Zahnarzt" 51 31 26
1171 0 "Mann" "Zahnarzt" 61 43 15
1172 0 "Mann" "Zahnarzt" 35 17 7
1173 0 "Frau" "Zahnarzt" 39 20 72
1174 0 "Frau" "Zahnarzt" 46 27 2
1175 0 "Frau" "Zahnarzt" 57 37 6
1176 0 "Frau" "Zahnarzt" 38 19 2
1177 0 "Mann" "Zahnarzt" 35 16 31
1178 0 "Frau" "Zahnarzt" 42 23 33
1179 0 "Frau" "Zahnarzt" 58 40 19
1180 1 "Mann" "Zahnarzt" 26 8 19
1181 0 "Mann" "Zahnarzt" 58 39 4
1182 0 "Frau" "Zahnarzt" 29 10 8
1183 0 "Mann" "Zahnarzt" 55 35 11
1184 0 "Frau" "Zahnarzt" 57 38 87
1185 0 "Mann" "Zahnarzt" 42 22 88
1186 0 "Frau" "Zahnarzt" 53 35 49
1187 0 "Frau" "Zahnarzt" 41 21 12
1188 0 "Frau" "Zahnarzt" 51 33 15
1189 0 "Frau" "Zahnarzt" 46 27 47
1190 1 "Frau" "Zahnarzt" 33 14 48
1191 1 "Frau" "Zahnarzt" 35 16 6
1192 0 "Mann" "Zahnarzt" 57 39 4
1193 0 "Mann" "Zahnarzt" 26 6 46
1194 0 "Frau" "Zahnarzt" 42 24 34
1195 0 "Frau" "Zahnarzt" 31 12 17
1196 0 "Frau" "Zahnarzt" 56 37 14
1197 0 "Frau" "Zahnarzt" 55 36 43
1198 0 "Mann" "Zahnarzt" 62 44 43
1199 0 "Frau" "Zahnarzt" 45 26 28
1200 0 "Mann" "Zahnarzt" 41 21 18
1201 0 "Frau" "Zahnarzt" 38 19 4
1202 0 "Mann" "Zahnarzt" 43 23 3
1203 0 "Frau" "Zahnarzt" 50 30 19
1204 0 "Mann" "Zahnarzt" 63 44 45
1205 0 "Mann" "Zahnarzt" 50 30 8
1206 0 "Frau" "Zahnarzt" 32 13 78
1207 0 "Mann" "Zahnarzt" 55 36 18
1208 0 "Frau" "Zahnarzt" 36 17 4
1209 0 "Mann" "Zahnarzt" 52 34 1
1210 0 "Frau" "Zahnarzt" 53 34 48
1211 0 "Frau" "Zahnarzt" 48 30 6
1212 0 "Frau" "Zahnarzt" 38 18 79
1213 0 "Frau" "Zahnarzt" 49 30 16
1214 0 "Mann" "Zahnarzt" 45 26 11
1215 0 "Mann" "Zahnarzt" 56 38 6
1216 0 "Mann" "Zahnarzt" 47 28 6
1217 0 "Frau" "Zahnarzt" 48 29 30
1218 0 "Frau" "Zahnarzt" 44 24 5
1219 0 "Mann" "Zahnarzt" 45 25 47
1220 0 "Mann" "Zahnarzt" 40 21 10
1221 0 "Frau" "Zahnarzt" 36 18 143
1222 0 "Frau" "Zahnarzt" 38 20 25
1223 0 "Frau" "Zahnarzt" 40 20 8
1224 0 "Frau" "Zahnarzt" 48 29 14
1225 0 "Mann" "Zahnarzt" 36 16 36
